"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
EPSON COLOMBIA LTDA,800239471,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,880,926",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
C I IMPORTEX S A,800116871,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,284,295",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ORICA COLOMBIA S.A.S,830022462,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,782,978",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
GTM COLOMBIA SA,830055659,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,200,900",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
INVERSIONES SUPERVAQUITA LA 33 SAS,900522508,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,930,185",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ORGANIZACION CARDENAS S.A.S.,860521637,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,099,204",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
INVERSIONES PLAS S .  A .,900054711,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,731,982",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CARLOS SARMIENTO L.& CIA. INGENIO SANCARLOS S.A.                                                    ,891900129,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410,135,414",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
PRODUCTOS LACTEOS EL RECREO S.A,860401826,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,985,610",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PROVECOL ANTIOQUIA S.A,811042361,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,457,803",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
VALLECILLA B VALLECILLA M & CIA S.C.A. CARVAL DE COLOMBIA                                           ,890318919,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,289,690",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
HUNTSMAN COLOMBIA LTDA,830058533,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,975,458",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
RESTCAFE S A S,800213075,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,723,845",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
HUAWEI TECHNOLOGIES MANAGED SERVICE COLOMBIA S.A.S.,900999139,,,,,,,,ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-84,118,457",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SONDA DE COLOMBIA S.A.                                                                              ,830001637,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,104,028",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
MOVILWAY COLOMBIA SAS,900351928,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,723",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COMESTIBLES RICOS  SOCIEDAD ANONIMA,860020308,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,603,353",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
SBI INTERNATIONAL HOLDINGS AG,900797732,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,359,354",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
ATLANTIC FS S.A.S.,900040299,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,837,190",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DIALSA S.A.S.,900058852,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,258,164",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ELITE FLOWER FARMERS SAS,900412466,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,532,309",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
SURA ASSET MANAGEMENT S.A,900464054,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,288,115,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
QUAD GRAPHICS COLOMBIA S A,800103903,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,635,780",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
EL GRAN LANGOSTINO S.A.S.,835001216,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,233,216",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
VISION & MARKETING S.A.S.,800144934,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,745,284",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
PRODUCTORA DE TEXTILES DE TOCANCIPA S.A.,830083392,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,694,503",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
RECAUDO BOGOTA SAS,900453688,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,346,303",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
PRODUCTORA DE ALAMBRES COLOMBIANOS PROALCO S A S,890804199,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,134,945",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
HOGAR Y MODA S.A S,900255181,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,516,456",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
BLU LOGISTICS COLOMBIA S.A.S.,830008524,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,977,412",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,890905843,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,891,609",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
INTERNACIONAL DE ELECTRICOS S A S,809002625,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,901,420",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
TUSCANY SOUTHAMERICA LTD SUCURSAL COLOMBIA,900279810,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"417,437,597",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
PROTELA S A,860001963,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"214,553,987",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
SECURITAS COLOMBIA SA,860023264,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,454,026",,,SUPERVISOR; MACROSECTOR,SUPERVIGILANCIA; SERVICIOS,
NUTRIENTES AVICOLAS S.A.                                              ,891301549,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,585,670",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
CARVAJAL PROPIEDADES E INVERSIONES S.A.,890300005,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,783,481",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
JIRO S.A,890913990,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,948,085",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CARIBE S.A.,805029321,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,587,617",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DISPRESCO S A S,900324055,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,855,648",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
LITOPLAS S.A.,802009663,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,767,932",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
KENWORTH DE LA MONTAÑA S. A. S.                                                                         ,800125639,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,305,422",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
STILOTEX S.A S,800167919,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,879,620",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CUSEZAR S A,860000531,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215,521,478",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
INGENIO CARMELITA S.A.                                                                              ,891900196,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,490,039",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
FERRO COLOMBIA SAS,890906397,,,,,,,,ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,795,463",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
VISION SOFTWARE S.A.S,800057965,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,706,068",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SGS COLOMBIA HOLDING S A S,900641706,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,491,982",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COMPAÑIA COMERCIAL E INDUSTRIAL LA SABANA AVESCO S A S,860025461,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,017,960",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
LISTOS S.A.S.,890311341,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,818,121",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SOCINEG S.A.,900104080,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,190,701,370",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
AMWAY COLOMBIA,830007716,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,388,513",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
FUREL S.A.,800152208,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,378,885",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
PROYECTOS DE INGENIERIA S.A PROING-SA,800093320,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57,101,814",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
AVICOLA TRIPLE A S.A.S.,900294923,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,045,765",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
SUMATEC S.A.                                                                                        ,890800788,,,,,,,,Eje cafetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,214,766",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
COLORQUIMICA SAS,890917295,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,635,248",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COASPHARMA SAS,900297153,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,074,559",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
HLF COLOMBIA LTDA,900172963,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,396,605",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
COMERCIALIZADORA INTERNACIONAL DE LLANTAS S.A.                                                      ,800239064,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,618,566",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DESTILERIA RIOPAILAS.A.S.,900196493,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128,073,215",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PALMAR DE ALTAMIRA S.A.S,900484906,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,841,189",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
SERVINCLUIDOS LTDA,800230546,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,704,993",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,830111971,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,065,526",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
LANDERS Y CIA S A S,890900098,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,249,186",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
