"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/09/2017 10:27:09.000,,,,,"19,625.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,1EA6F9D9-CB4D-4BDE-B5D9-B1324E7FAFF4,HOSPITAL BICENTENARIO VILLAFLORES
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/09/2017 10:18:13.000,,,,,"4,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,559652EE-5D7F-44A3-9D0B-28E3D466BE8A,HOSPITAL BICENTENARIO VILLAFLORES
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/09/2017 13:34:40.000,,,,,"15,000.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,5981D6DD-74D4-4E6D-AFDE-757BF97C2A85,HOSPITAL BICENTENARIO VILLAFLORES
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:34:15.000,,,,,"50,112.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,2CABC2C6-F260-45A4-83B9-62076BEAC78C,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:36:48.000,,,,,"43,917.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,164D0A8C-4704-4382-983F-387D4DD528DA,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:36:06.000,,,,,"41,180.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,ECB33CB9-7D24-4258-904B-02F10DCA93C0,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:32:32.000,,,,,"37,120.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,036F11CE-91AE-42D4-96D1-A77471F6B0DF,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:33:32.000,,,,,"42,572.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,25DDF2DD-EEB8-4BE5-95E7-F317A6593ED8,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
ARRENDADORA Y COMERCIALIZADORA CIUDAD REAL S.A DE C.V,ACC1104193B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,27/01/2016 15:35:10.000,,,,,"42,131.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,678B6639-9529-4D24-998A-D5ABB12573E5,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:11:19.000,,,,,"17,231.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,626F2A51-48A9-43B4-8400-379B40D51D03,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 15:51:38.000,,,,,"1,557.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3C0E73AB-E376-472B-8F12-5A76D927AF9B,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:03:13.000,,,,,"1,575.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,E3FB524D-A6A1-48C7-82A4-030078C68EA9,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:55:47.000,,,,,"2,784.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,E85B2149-AE29-4BE7-A326-5F7E2AADBE11,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:56:29.000,,,,,"5,336.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3C662021-BE93-4774-9EFE-9F04A52C2557,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:18:01.000,,,,,"5,209.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,47EF0FA9-8743-4B5E-BC3D-0AE566F01043,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:12:37.000,,,,,"3,492.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,D374926E-DFE7-45DF-B661-9497A38793F4,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:48:15.000,,,,,"1,740.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,9B368FF2-DE79-435F-BE44-CB8FB9B0395C,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:44:46.000,,,,,"1,392.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,038599D8-42CC-45D7-9520-AED651AE7810,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 15:56:28.000,,,,,"1,803.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,01BAF2DA-01E3-43AF-A70D-697F32DD829D,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 15:52:25.000,,,,,"10,440.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,2200CEB6-AE21-4C38-B9A7-19459A5E24C3,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:16:06.000,,,,,"8,581.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,B77F6144-49BD-4742-ACFE-F0363D6E4E40,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:53:37.000,,,,,"16,008.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,9597D6F5-AC9E-4EBA-9C09-668A1F0814A3,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:55:23.000,,,,,"2,784.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,F4B4916C-5AE2-4C29-B662-27B78BCC460D,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:04:26.000,,,,,341.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3FD4604C-DB8E-4C85-A4AE-1BF7B5C4A447,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:50:54.000,,,,,208.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,BFFFE861-0EB5-4082-85ED-A80F85C20B5E,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:51:56.000,,,,,"2,784.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,DE740378-E324-421D-95FE-ABCB2F02E58D,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:52:53.000,,,,,"4,176.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3ED349B6-2C83-4E18-92AF-6C83E75C47E7,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:49:23.000,,,,,"10,022.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,4464EE29-009B-4E00-A49C-1AFFB71696B9,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:50:11.000,,,,,"41,760.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3E95F18C-555D-4C6B-80EF-2B68C9A403E6,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:43:33.000,,,,,"2,784.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,54EC5E04-6780-4573-98A5-24EA592C66A4,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:19:02.000,,,,,"48,488.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,CCF2A268-0CA1-44AB-87B1-ADC7F27B198A,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:20:02.000,,,,,"44,544.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,5EC6B8BF-9380-4ED8-946E-5498F852E8DE,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:21:20.000,,,,,"43,616.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,C399ACA6-4ABC-4573-9925-F53A3ACE5C16,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 15:47:39.000,,,,,"2,528.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,6670F92E-E956-4E79-9D00-D295AD449B84,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:02:02.000,,,,,"3,405.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,97573E30-DC56-4AC2-AE50-AF2B41C718F0,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:57:17.000,,,,,382.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,14B14BA7-ED5F-42A1-85B3-5F7464E70F35,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 17:12:37.000,,,,,"6,728.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,CFE627CC-3E70-43F1-AF6C-C16A873CFEB5,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:54:16.000,,,,,"8,004.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,A50E3E54-0F89-48A3-B558-864324D87EB7,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 15:50:15.000,,,,,"8,827.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,75BB3ABE-487B-48FA-9081-967F039F4AF5,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/10/2016 16:07:06.000,,,,,"3,973.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3D1C8813-BE83-40D6-98E7-283A4DA05F23,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/11/2016 15:06:46.000,,,,,"46,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,B509496C-4A12-47F9-9DE4-DEAAA3DA86A2,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/11/2016 15:09:14.000,,,,,"30,624.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,D45B25EC-61C3-4B48-AB76-C1244B426939,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
COMERCIALIZADORA GRUPO ALFIL DEL SURESTE S.A. DE C.V.,CGA1607213B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,01/11/2016 11:45:52.000,,,,,"5,584.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,57487B98-C642-407D-A334-6E36ED009BD7,HOSPITAL CHIAPAS NOS UNE DR. JESÚS GILBERTO GÓMEZ MAZA
